depot	gene_symbol	model	contrast	n	estimate	se	t	p	conf_low	conf_high
subcutaneous	PLIN1	rin_isch_hardy_ge	post_vs_pre	157	-0.4183841370557737	0.3333548447608455	-1.2550714160339553	0.2159317494230446	-1.071759632787031	0.23499135867548337
subcutaneous	PNPLA2	rin_isch_hardy_ge	post_vs_pre	157	-0.29245604443972933	0.259216168235156	-1.1282322643332139	0.26520123891621145	-0.8005197341806349	0.21560764530117632
subcutaneous	PPARGC1B	rin_isch_hardy_ge	post_vs_pre	157	-0.18736468620465915	0.17639211194393012	-1.0622055835706354	0.29380978709392547	-0.5330932256147621	0.15836385320544386
subcutaneous	FABP4	rin_isch_hardy_ge	post_vs_pre	157	-0.3473262531479095	0.35480421131683393	-0.9789237051579223	0.3328513845908143	-1.042742507328904	0.348090001033085
subcutaneous	NR4A1	rin_isch_hardy_ge	post_vs_pre	157	-0.289139356094083	0.32432848310867557	-0.8915015829713561	0.37740236449102926	-0.924823182987087	0.3465444707989211
subcutaneous	MGLL	rin_isch_hardy_ge	post_vs_pre	157	-0.14862345246967057	0.16986909427258373	-0.8749293278221586	0.38625836691041526	-0.48156687724393465	0.18431997230459352
subcutaneous	ADRB3	rin_isch_hardy_ge	post_vs_pre	157	-0.20748250098351403	0.25501970132339424	-0.8135940082542973	0.42016179735738535	-0.7073211155773668	0.29235611361033864
subcutaneous	CIDEA	rin_isch_hardy_ge	post_vs_pre	157	-0.3664428917826316	0.4647095181299899	-0.7885418255628006	0.4345144889995237	-1.2772735473174117	0.5443877637521486
subcutaneous	DIO2	rin_isch_hardy_ge	post_vs_pre	157	0.2546878870152175	0.34133986434412605	0.7461416424495052	0.45946215763939613	-0.4143382470992696	0.9237140211297046
subcutaneous	LIPE	rin_isch_hardy_ge	post_vs_pre	157	-0.2713141612720768	0.3714463564689628	-0.7304262285710351	0.46891558149046564	-0.9993490199512438	0.45672069740709026
subcutaneous	VEGFA	rin_isch_hardy_ge	post_vs_pre	157	-0.2176779196160109	0.3254796638571141	-0.6687911528370379	0.5070452793528737	-0.8556180607759545	0.42026222154393267
subcutaneous	ADRB2	rin_isch_hardy_ge	post_vs_pre	157	-0.1691421174092274	0.25966404782397884	-0.651388279689322	0.518108793619233	-0.6780836511442259	0.3397994163257711
subcutaneous	UCP1	rin_isch_hardy_ge	post_vs_pre	157	-0.09093134485960522	0.14692889023652692	-0.6188799541956892	0.5391159464676705	-0.37891196972319796	0.19704928000398755
subcutaneous	PPARGC1A	rin_isch_hardy_ge	post_vs_pre	157	-0.138555327421719	0.23037215861143207	-0.6014412863813973	0.5505641634787511	-0.5900847583001259	0.31297410345668786
subcutaneous	ADRA2B	rin_isch_hardy_ge	post_vs_pre	157	-0.12367999778079034	0.2223378892767617	-0.5562704502732594	0.5807817444682184	-0.5594622607632432	0.3121022652016626
subcutaneous	FOS	rin_isch_hardy_ge	post_vs_pre	157	-0.16518314350839214	0.3414986420823022	-0.48370073304298095	0.630943804633636	-0.8345204819897044	0.5041541949729201
subcutaneous	ADRA2A	rin_isch_hardy_ge	post_vs_pre	157	-0.09836522694865275	0.21615897906591633	-0.4550596388533871	0.6512542918680249	-0.5220368259178487	0.32530637202054324
subcutaneous	ADRB1	rin_isch_hardy_ge	post_vs_pre	157	-0.06653949595071537	0.39927264930463885	-0.16665177558893288	0.8683906372490562	-0.8491138885878076	0.7160348966863768
subcutaneous	ADRA2C	rin_isch_hardy_ge	post_vs_pre	157	0.03246633803854568	0.22060422710102	0.14717006317235506	0.8836551907061982	-0.3999179470794535	0.4648506231565449
subcutaneous	EGR1	rin_isch_hardy_ge	post_vs_pre	157	-0.045161368591333614	0.43771033094263306	-0.10317638264117766	0.9182814264848073	-0.9030736172388943	0.8127508800562272
subcutaneous	JUN	rin_isch_hardy_ge	post_vs_pre	157	0.00834708658200239	0.3025426909651885	0.02758978098387719	0.9781113262894828	-0.5846365877097671	0.6013307608737718
