PC	covar	n	r	p
PC213	SMTSISCH	1301	0.010654222084943765	0.7010283546251446
PC214	SMRIN	1301	-0.007555331201596237	0.785423624482952
PC214	SMTSISCH	1301	0.04991723657968385	0.07188036618704105
PC215	SMRIN	1301	-0.0038580312083002404	0.8894315467483496
PC215	SMTSISCH	1301	-0.009740553767714865	0.7255836026268505
PC216	SMRIN	1301	-7.68732797411068e-4	0.9779005742217955
PC216	SMTSISCH	1301	0.04160076904610013	0.13368675349727285
PC217	SMRIN	1301	-0.009594669768146331	0.7295313032458419
PC217	SMTSISCH	1301	-0.0023404069473840143	0.932789295489268
PC218	SMRIN	1301	0.008685330217389818	0.7542964412902899
PC218	SMTSISCH	1301	0.016118641614609863	0.5613292460451302
PC219	SMRIN	1301	0.01933982083545676	0.4858215955062254
PC219	SMTSISCH	1301	0.023331101563572477	0.40043541424314844
PC220	SMRIN	1301	0.04743148817164031	0.087239560367207
PC220	SMTSISCH	1301	-0.027488881154513794	0.32181207158588887
PC221	SMRIN	1301	0.013046737209071999	0.6382440246836327
PC221	SMTSISCH	1301	-0.0027227485904887947	0.9218420653040394
PC222	SMRIN	1301	-0.061950372288376035	0.025449537041221826
PC222	SMTSISCH	1301	-0.02357668742727394	0.39549349761273256
PC223	SMRIN	1301	0.004202535826001097	0.8796303612730233
PC223	SMTSISCH	1301	0.024452777139401798	0.3781660585735098
PC224	SMRIN	1301	-0.02381991691471344	0.3906354610618801
PC224	SMTSISCH	1301	0.014398205117729183	0.6038569822814612
PC225	SMRIN	1301	-0.016577523211223726	0.5502355219423101
PC225	SMTSISCH	1301	0.05595891548606859	0.04358662834815572
PC226	SMRIN	1301	0.02578900049924059	0.3526540346921092
PC226	SMTSISCH	1301	0.013156464096167607	0.635421578327817
PC227	SMRIN	1301	-0.006463245798575321	0.8158362629107132
PC227	SMTSISCH	1301	-0.00713355377294241	0.79713339005230055
PC228	SMRIN	1301	0.010894617740306055	0.694617889194707
PC228	SMTSISCH	1301	0.00917679876862713	0.7408784933824567
PC229	SMRIN	1301	0.005550040964288443	0.8414839915904836
PC229	SMTSISCH	1301	-0.012919848460781511	0.6415144555827025
PC230	SMRIN	1301	0.01163759758481598	0.6749445633004674
PC230	SMTSISCH	1301	0.0024400930939583844	0.9299337667556048
PC231	SMRIN	1301	-0.007725719874081328	0.7807066971053994
PC231	SMTSISCH	1301	-0.020963516351663693	0.4499507199940278
PC232	SMRIN	1301	0.020610738140191997	0.45761439850243923
PC232	SMTSISCH	1301	-0.0077917916385362605	0.778879766254452
PC233	SMRIN	1301	-0.01724614285742629	0.5342667990672502
PC233	SMTSISCH	1301	-0.03812945955130707	0.1692915622868917
PC234	SMRIN	1301	0.014120422894709554	0.6108569017639889
PC234	SMTSISCH	1301	-0.003628066580579572	0.8959835628343042
PC235	SMRIN	1301	-0.0029300300346821314	0.9159132134430505
PC235	SMTSISCH	1301	-0.034829826203348194	0.20931055335785648
PC236	SMRIN	1301	-0.02707368566354673	0.3291778687898862
PC236	SMTSISCH	1301	-0.0033938003560885716	0.9026654288910191
PC237	SMRIN	1301	-0.022630089042587155	0.4147443601938915
PC237	SMTSISCH	1301	-0.012825470909138438	0.6439514608896638
PC238	SMRIN	1301	-0.015597212377644111	0.5740648086560571
PC238	SMTSISCH	1301	-0.014856060092494959	0.5923986537967139
PC239	SMRIN	1301	-0.010584736310452807	0.7028852763166951
PC239	SMTSISCH	1301	0.02890068690829859	0.29757613241326497
PC240	SMRIN	1301	0.012563809093478274	0.6507280179630957
PC240	SMTSISCH	1301	-0.00814747619182943	0.7690660299275217
PC241	SMRIN	1301	-0.025449209649441043	0.3590360886362953
PC241	SMTSISCH	1301	0.010676975346301923	0.7004206886447941
PC242	SMRIN	1301	-0.006863118130399772	0.8046657183511594
PC242	SMTSISCH	1301	-0.0072012706449922385	0.795250221817343
PC243	SMRIN	1301	0.018353717700790875	0.5083388055726983
PC243	SMTSISCH	1301	-0.03332384465887962	0.22969357733566872
PC244	SMRIN	1301	-0.027972283675928803	0.31337270868966405
PC244	SMTSISCH	1301	-0.004826373842444546	0.8619299224940984
PC245	SMRIN	1301	0.005086651202862659	0.8545648543389048
PC245	SMTSISCH	1301	0.01056172027403859	0.703500742787354
PC246	SMRIN	1301	0.029317506938570242	0.29065998576704893
PC246	SMTSISCH	1301	0.012061046178774515	0.6638295121120172
PC247	SMRIN	1301	0.005534941924053833	0.8419095493376111
PC247	SMTSISCH	1301	-0.007202416706749862	0.7952183606999773
PC248	SMRIN	1301	-0.008107805701881307	0.770158786036594
PC248	SMTSISCH	1301	0.0326579373361591	0.2391423534128251
PC249	SMRIN	1301	-0.008249715525611951	0.7662518800830846
PC249	SMTSISCH	1301	0.025356158027681118	0.3607963820322858
PC250	SMRIN	1301	0.04234480770457536	0.12686860642600406
PC250	SMTSISCH	1301	-0.0059889870054438766	0.8291332602189649
PC251	SMRIN	1301	0.02141093813528898	0.440336367538382
PC251	SMTSISCH	1301	-0.007737660999734468	0.7803764267070356
PC252	SMRIN	1301	-0.0019049751922784026	0.9452719717584572
PC252	SMTSISCH	1301	-0.0200142796939246	0.47073667805990527
PC253	SMRIN	1301	0.00750907447633556	0.7867055324712607
PC253	SMTSISCH	1301	0.010084574309388448	0.7163031746482056
PC254	SMRIN	1301	0.06457086210238498	0.019847251675833556
PC254	SMTSISCH	1301	-0.00760335294559942	0.784093417393454
PC255	SMRIN	1301	0.011788570842003892	0.670973397544631
PC255	SMTSISCH	1301	0.01498406679084962	0.5892130548119789
PC256	SMRIN	1301	0.0074630441760214035	0.7879817390091965
PC256	SMTSISCH	1301	0.025012654248305274	0.3673412974948379
PC257	SMRIN	1301	-0.010826358216406609	0.6964359264004316
PC257	SMTSISCH	1301	0.023438796952928324	0.398263715941935
PC258	SMRIN	1301	-0.013456728915597207	0.6277251233421743
PC258	SMTSISCH	1301	0.002744345531387795	0.9212241217830832
PC259	SMRIN	1301	-0.024527233759642327	0.3767152932159853
PC259	SMTSISCH	1301	-0.033467781926138716	0.22768655728765697
PC260	SMRIN	1301	-0.02907145433055018	0.29472947671984906
PC260	SMTSISCH	1301	-0.04748046449368141	0.08691322871459765
PC261	SMRIN	1301	-0.014085508154245047	0.6117392659693721
PC261	SMTSISCH	1301	0.016850993372220565	0.5436759101997781
PC262	SMRIN	1301	-0.007873490078560752	0.7766224341510525
PC262	SMTSISCH	1301	-0.010832682916436246	0.696267399694756
PC263	SMRIN	1301	-0.005261786096357277	0.8496161361362666
PC263	SMTSISCH	1301	0.05293639460212654	0.05627680714580457
PC264	SMRIN	1301	1.662000416032445e-4	0.9952215220146408
PC264	SMTSISCH	1301	-0.020394440740224708	0.4623491573330146
PC265	SMRIN	1301	-0.027150321062804558	0.3278101655805994
PC265	SMTSISCH	1301	0.0246655362444907	0.3740296258487462
PC266	SMRIN	1301	-0.0036574289646031624	0.8951465828519155
PC266	SMTSISCH	1301	0.008363038102723137	0.7631362596028192
PC267	SMRIN	1301	0.015238794493382819	0.5828974517620366
PC267	SMTSISCH	1301	-0.00401466948587537	0.8849729891129989
PC268	SMRIN	1301	0.010766209268457947	0.6980393904308979
PC268	SMTSISCH	1301	0.012269330064745274	0.6583890923213368
PC269	SMRIN	1301	-0.02077743359458046	0.4539840549540015
PC269	SMTSISCH	1301	-0.011416685322967036	0.6807716909719153
PC270	SMRIN	1301	0.028861146395724444	0.29823787236459215
PC270	SMTSISCH	1301	0.021985948962925377	0.42815487786492834
PC271	SMRIN	1301	-0.03125597218472024	0.2599221978446117
PC271	SMTSISCH	1301	-0.031224443148455804	0.26040344796278286
PC272	SMRIN	1301	-0.01668161434774386	0.5477341490886263
PC272	SMTSISCH	1301	0.005908067316602318	0.831407043727407
PC273	SMRIN	1301	-0.015540809316749483	0.5754505671015561
PC273	SMTSISCH	1301	-0.002090023079457137	0.9399653193800396
PC274	SMRIN	1301	0.014682287035548663	0.5967357852452024
PC274	SMTSISCH	1301	-0.013291997958732385	0.6319426061917724
PC275	SMRIN	1301	-0.024006109888461323	0.3869412027425546
PC275	SMTSISCH	1301	0.006200494429483079	0.8231968525620974
PC276	SMRIN	1301	0.005361412073868309	0.8468036694866647
PC276	SMTSISCH	1301	-0.03167396215837283	0.25360020569482794
PC277	SMRIN	1301	-0.005118990603533654	0.8536506161868314
PC277	SMTSISCH	1301	0.011147794484587518	0.6878901126004742
PC278	SMRIN	1301	-0.0294226553675441	0.28893249425280115
PC278	SMTSISCH	1301	-0.0196407244190239	0.47905951669127655
PC279	SMRIN	1301	0.04290571202240514	0.12190977689228705
PC279	SMTSISCH	1301	-0.007880935823399273	0.7764168011736741
PC280	SMRIN	1301	0.006795734359257183	0.8065453812666117
PC280	SMTSISCH	1301	-0.01506829894320273	0.587121153250999
PC281	SMRIN	1301	-0.011852607835514478	0.669291743563198
PC281	SMTSISCH	1301	0.027517139980069594	0.32131468085865017
PC282	SMRIN	1301	-0.013803693417859187	0.6188818047732567
PC282	SMTSISCH	1301	0.05996066159101041	0.030571124800521713
PC283	SMRIN	1301	-0.005200830188726565	0.8513378823756313
PC283	SMTSISCH	1301	0.0023107528974372457	0.9336389098509634
PC284	SMRIN	1301	-0.00537867654971978	0.8463164859871172
PC284	SMTSISCH	1301	0.011074318249556254	0.6898401173632392
PC285	SMRIN	1301	0.022055074743665828	0.42670376935286136
PC285	SMTSISCH	1301	-0.048087392349722445	0.08295035495859845
PC286	SMRIN	1301	-0.018198026479388302	0.5119432578587995
PC286	SMTSISCH	1301	0.009145842695731559	0.7417213775909555
PC287	SMRIN	1301	-0.0038836592135669877	0.8887018273757772
PC287	SMTSISCH	1301	0.007026535398340506	0.8001119135065745
PC288	SMRIN	1301	0.01255394502485614	0.6509840485541863
PC288	SMTSISCH	1301	0.014754012986406174	0.5949438565971089
PC289	SMRIN	1301	-0.007666296032185534	0.7823508419942595
PC289	SMTSISCH	1301	0.020764939973709238	0.45425558118206466
PC290	SMRIN	1301	0.004343716421256485	0.875618989405679
PC290	SMTSISCH	1301	0.0073793600617711235	0.7903033657151396
PC291	SMRIN	1301	0.004589649583310141	0.8686389538021001
PC291	SMTSISCH	1301	-0.007966339539556139	0.7740592853463599
PC292	SMRIN	1301	0.017104130813279342	0.5376388492265051
PC292	SMTSISCH	1301	0.019771636277167597	0.47613369165383246
PC293	SMRIN	1301	-7.893364930224365e-4	0.9773084194356136
PC293	SMTSISCH	1301	0.031703314120388446	0.25316031805897193
PC294	SMRIN	1301	-0.03011866811641919	0.2776720915549399
PC294	SMTSISCH	1301	-0.012756720214761435	0.6457291449223621
PC295	SMRIN	1301	0.005109580060209763	0.853916633010568
PC295	SMTSISCH	1301	0.014217951179884548	0.6083951621787047
PC296	SMRIN	1301	-0.013438880209320872	0.6281815073755196
PC296	SMTSISCH	1301	-0.018405764848022577	0.5071368187696921
PC297	SMRIN	1301	-0.016558564495129265	0.550691715518504
PC297	SMTSISCH	1301	0.01249871656800097	0.6524183109198608
PC298	SMRIN	1301	-0.03486461347583893	0.20885570134568712
PC298	SMTSISCH	1301	0.013405987768615816	0.6290229254145543
PC299	SMRIN	1301	0.007234734400367886	0.7943200525081422
PC299	SMTSISCH	1301	0.016823991296407357	0.5443218642423142
PC300	SMRIN	1301	0.002624035046381442	0.9246671058012111
PC300	SMTSISCH	1301	-0.0034237018408918764	0.9018121691991563
PC301	SMRIN	1301	0.052309664828183104	0.05926061482865625
PC301	SMTSISCH	1301	-0.033431210133818196	0.2281953170097506
PC302	SMRIN	1301	-0.007310938223226655	0.7922029582900633
PC302	SMTSISCH	1301	-0.01197809334523944	0.6660012162879424
PC303	SMRIN	1301	0.008494804623524416	0.7595183687744649
PC303	SMTSISCH	1301	0.014218978030541998	0.6083692666421823
PC304	SMRIN	1301	0.013976102249244808	0.6145078105486081
PC304	SMTSISCH	1301	-0.007552106341127007	0.7855129759161713
PC305	SMRIN	1301	3.2655570362416535e-4	0.9906112382830448
PC305	SMTSISCH	1301	0.0076517219015088365	0.7827542291874713
PC306	SMRIN	1301	0.007180589180337572	0.7958252359332812
PC306	SMTSISCH	1301	0.011790079866981829	0.6709337505627928
PC307	SMRIN	1301	-0.03988583567688428	0.15047759591329438
PC307	SMTSISCH	1301	-0.014800338953006038	0.5937878015878761
PC308	SMRIN	1301	0.012413822285009871	0.6546254875867903
PC308	SMTSISCH	1301	0.00793661303613466	0.7748796318643929
PC309	SMRIN	1301	-0.055708914789587144	0.044535578894680135
PC309	SMTSISCH	1301	-0.020713379043960856	0.4553771315162686
PC310	SMRIN	1301	0.002396716558386279	0.9311761873619762
PC310	SMTSISCH	1301	-0.04695942774802768	0.0904358109365343
PC311	SMRIN	1301	-0.04190557584809583	0.13086012127209637
PC311	SMTSISCH	1301	0.012426315906071274	0.6543004745524339
PC312	SMRIN	1301	0.03317877848875119	0.23172902520656516
PC312	SMTSISCH	1301	0.02561669049994683	0.3558814018029348
PC313	SMRIN	1301	0.004203284762337202	0.8796090734674145
PC313	SMTSISCH	1301	0.030578097350410127	0.2704049462208271
PC314	SMRIN	1301	0.013828240755441156	0.6182582126752938
PC314	SMTSISCH	1301	-0.011056392508560846	0.6903161661551185
PC315	SMRIN	1301	-0.04542547222798743	0.10147615226273701
PC315	SMTSISCH	1301	-0.00818136580195494	0.7681328755787576
PC316	SMRIN	1301	0.020024399714562265	0.4705123178385826
PC316	SMTSISCH	1301	0.020784498139777723	0.4538305603257613
PC317	SMRIN	1301	0.010101362118281856	0.7158513566766789
PC317	SMTSISCH	1301	-0.015165825598004423	0.5847033835287985
PC318	SMRIN	1301	-0.002293111447430812	0.934144388646458
PC318	SMTSISCH	1301	-0.035348729981271206	0.20259987082674763
PC319	SMRIN	1301	-0.021905228056728523	0.4298530200402493
PC319	SMTSISCH	1301	0.011021204894292222	0.6912509893963221
PC320	SMRIN	1301	0.02756675407007693	0.3204426245633461
PC320	SMTSISCH	1301	-0.01017661530701293	0.713827256396922
PC321	SMRIN	1301	-0.002691278157800114	0.9227425988646103
PC321	SMTSISCH	1301	0.01882151969678187	0.4975890897255447
PC322	SMRIN	1301	0.018847584100275615	0.4969937264386882
PC322	SMTSISCH	1301	0.016889293304571763	0.5427603384024473
PC323	SMRIN	1301	0.013694655471336985	0.6216550757810634
PC323	SMTSISCH	1301	-0.004131469394780942	0.8816507504422358
PC324	SMRIN	1301	-0.002394196611778762	0.9312483705865383
PC324	SMTSISCH	1301	-0.01749052506247123	0.5284890626743783
PC325	SMRIN	1301	0.014361089041569393	0.6047901961247564
PC325	SMTSISCH	1301	0.01046082639646977	0.706201008026735
PC326	SMRIN	1301	1.1712923310066674e-4	0.9966323645978907
PC326	SMTSISCH	1301	0.009425334168191213	0.7341226069524177
PC327	SMRIN	1301	-0.021076024707992302	0.44752198008862565
PC327	SMTSISCH	1301	0.013706621763700653	0.6213504618476382
PC328	SMRIN	1301	-0.0038158506697104034	0.8906327784015924
PC328	SMTSISCH	1301	0.017081187766604996	0.5381846277729266
PC329	SMRIN	1301	0.01834823573989341	0.5084654938419254
PC329	SMTSISCH	1301	0.01980269550509759	0.4754409695213876
PC330	SMRIN	1301	-0.015663950861721735	0.5724271626844497
PC330	SMTSISCH	1301	0.009352966482071868	0.7360876688922593
PC331	SMRIN	1301	0.04511215721103092	0.10385791673896268
PC331	SMTSISCH	1301	-0.021763537617712745	0.4328432203846764
PC332	SMRIN	1301	0.001436202368529158	0.9587253800088177
PC332	SMTSISCH	1301	-0.00549187965418082	0.8431234875826438
PC333	SMRIN	1301	-0.027402849644667972	0.323329422925119
PC333	SMTSISCH	1301	-0.01600995943347354	0.5639724418216336
PC334	SMRIN	1301	0.009983159858270403	0.7190346933288538
PC334	SMTSISCH	1301	-0.009025805627205463	0.7449927137506569
PC335	SMRIN	1301	-0.008135149679726322	0.7694055248371081
PC335	SMTSISCH	1301	-0.02429081958807173	0.38133360229315283
PC336	SMRIN	1301	-0.010058029522328099	0.7170177890736062
PC336	SMTSISCH	1301	-0.009649792584285015	0.728038801363015
PC337	SMRIN	1301	0.004384738607677594	0.8744540173225123
PC337	SMTSISCH	1301	-0.01516636833839117	0.5846899414761133
PC338	SMRIN	1301	0.022934027001299845	0.4085037084147435
PC338	SMTSISCH	1301	-0.028953722260076385	0.29669008641359845
PC339	SMRIN	1301	0.03598995876763039	0.19452527000546896
PC339	SMTSISCH	1301	0.01105628446990516	0.6903190356781415
PC340	SMRIN	1301	-0.024125715792281156	0.38457936842121454
PC340	SMTSISCH	1301	-0.023650772982531265	0.3940099346412943
PC341	SMRIN	1301	0.017105736272470088	0.5376006683057797
PC341	SMTSISCH	1301	0.002615812801037396	0.9249024580220598
PC342	SMRIN	1301	0.052269770235528715	0.059454907487401655
PC342	SMTSISCH	1301	0.049278141436940426	0.0756006775028936
PC343	SMRIN	1301	0.009935016919157394	0.720332644039104
PC343	SMTSISCH	1301	0.015613861410792535	0.5736560630009235
PC344	SMRIN	1301	-0.02798668077324334	0.31312361232230373
PC344	SMTSISCH	1301	0.03415079715990215	0.21833295423496943
PC345	SMRIN	1301	-0.016009459394819427	0.5639846167948421
PC345	SMTSISCH	1301	0.013673991166862895	0.6221812587668376
PC346	SMRIN	1301	0.031718300598909184	0.2529359257529004
PC346	SMTSISCH	1301	0.002517392329984449	0.9277201335071971
PC347	SMRIN	1301	0.012740349117509117	0.6461527503765023
PC347	SMTSISCH	1301	0.03727589714168626	0.17904767945409403
PC348	SMRIN	1301	0.009228700913873508	0.7394659784833955
PC348	SMTSISCH	1301	-0.031876760331388	0.2505717773811687
PC349	SMRIN	1301	7.803577077637656e-5	0.9977563546625818
PC349	SMTSISCH	1301	-0.016665708078137383	0.5481160225696531
PC350	SMRIN	1301	-0.023382493990448096	0.39939819069737126
PC350	SMTSISCH	1301	0.020216281759670825	0.4662694830641705
PC351	SMRIN	1301	0.0115076374748018	0.6783702646899896
PC351	SMTSISCH	1301	0.021772822491774327	0.4326469072717223
PC352	SMRIN	1301	-0.04739756376788163	0.08746617879520646
PC352	SMTSISCH	1301	0.012202306159724691	0.6601378182244326
PC353	SMRIN	1301	-0.010253587674982113	0.7117589941891502
PC353	SMTSISCH	1301	-0.013294589200433327	0.6318761714095864
PC354	SMRIN	1301	0.030042387632389506	0.2788914195977884
PC354	SMTSISCH	1301	0.004256408336206571	0.8780993088645976
PC355	SMRIN	1301	-0.0013821080449229106	0.9602786731429986
PC355	SMTSISCH	1301	-0.03144450458612871	0.25705732826975186
PC356	SMRIN	1301	0.022793948146888184	0.41137293162984856
PC356	SMTSISCH	1301	-0.019333203180747854	0.4859708887257743
PC357	SMRIN	1301	0.005697850933047155	0.8373205140926934
PC357	SMTSISCH	1301	0.009240864100481338	0.7391350845537066
PC358	SMRIN	1301	0.02470370307633875	0.3732905601548999
PC358	SMTSISCH	1301	-0.03647390118922709	0.1885892948396988
PC359	SMRIN	1301	-0.008235285185476386	0.7666488912137681
PC359	SMTSISCH	1301	-0.007087731724511825	0.7984083457150891
PC360	SMRIN	1301	-0.011227198951669038	0.6857851054393777
PC360	SMTSISCH	1301	-0.032933793857652716	0.23519542886096054
PC361	SMRIN	1301	0.04494113146580301	0.10517662143676514
PC361	SMTSISCH	1301	0.03657670473672073	0.18734568764437176
PC362	SMRIN	1301	0.00501723184490189	0.8565280039527717
PC362	SMTSISCH	1301	-0.009114742120947416	0.7425685081184564
PC363	SMRIN	1301	-0.04147634710324125	0.13485405368733494
PC363	SMTSISCH	1301	0.009130937503537209	0.7421273325446353
PC364	SMRIN	1301	0.014409196899909169	0.6035807386873183
PC364	SMTSISCH	1301	0.002228311141491964	0.936001331758997
PC365	SMRIN	1301	0.021444053940044193	0.439629472121739
PC365	SMTSISCH	1301	0.006687165321812749	0.8095762474204056
PC366	SMRIN	1301	-0.0016345783130601863	0.9530304918967267
PC366	SMTSISCH	1301	0.006683827177614257	0.8096694821520801
PC367	SMRIN	1301	-0.02741800843155325	0.3230617274976183
PC367	SMTSISCH	1301	0.004096313008114698	0.8826505172520621
PC368	SMRIN	1301	-0.042161840746403716	0.12851966051128155
PC368	SMTSISCH	1301	-0.0040866577027493375	0.882925124693885
PC369	SMRIN	1301	-0.011731335821202412	0.6724778217760652
PC369	SMTSISCH	1301	0.015151604578975644	0.5850556466902566
PC370	SMRIN	1301	-0.01760154587189655	0.5258748236570123
PC370	SMTSISCH	1301	0.0028429265601472306	0.9184040761593864
PC371	SMRIN	1301	0.0013360294752871869	0.9616019166923637
PC371	SMTSISCH	1301	0.0018235588323515278	0.9476075463508205
PC372	SMRIN	1301	0.020242390182040056	0.465693826210805
PC372	SMTSISCH	1301	-0.02470490867743915	0.37326722951907965
PC373	SMRIN	1301	0.026304339856957598	0.34311254826678594
PC373	SMTSISCH	1301	-0.009112598016454566	0.742626921628074
PC374	SMRIN	1301	0.006282546648819286	0.8208965800305313
PC374	SMTSISCH	1301	0.026165179408827167	0.34567271248532894
PC375	SMRIN	1301	0.0058196772781539076	0.8338923495982508
PC375	SMTSISCH	1301	0.029399683294102922	0.28930931299216844
PC376	SMRIN	1301	-0.01773171422120233	0.5228181442255181
PC376	SMTSISCH	1301	0.024404268749317757	0.37911307674563754
PC377	SMRIN	1301	0.027986392508768648	0.31312859855218494
PC377	SMTSISCH	1301	0.035546124548817566	0.20008863196807364
PC378	SMRIN	1301	-0.025885357915124984	0.3508573500481532
PC378	SMTSISCH	1301	-0.0067220446548499945	0.8086022255433677
PC379	SMRIN	1301	0.006772065980631553	0.8072058736502913
PC379	SMTSISCH	1301	-0.005838112858815914	0.8333738496698377
PC380	SMRIN	1301	0.0255481791257234	0.3571697729942732
PC380	SMTSISCH	1301	-0.019096661583002043	0.49132347133665866
PC381	SMRIN	1301	0.0052346357021193215	0.8503829318195826
PC381	SMTSISCH	1301	-0.02427901751527979	0.3815650597217016
PC382	SMRIN	1301	0.009963225586678809	0.7195720304257546
PC382	SMTSISCH	1301	0.021328830762260432	0.44209185079762936
PC383	SMRIN	1301	0.015432748740650157	0.5781098921251941
PC383	SMTSISCH	1301	0.008663999129795293	0.7548805314545608
PC384	SMRIN	1301	0.05262684090878837	0.057734571792668804
PC384	SMTSISCH	1301	0.01126289251242041	0.6848396632432647
PC385	SMRIN	1301	0.024095456241868915	0.38517606406197336
PC385	SMTSISCH	1301	0.011786997983555798	0.6710147226125909
PC386	SMRIN	1301	0.008404217584325625	0.7620050422159832
PC386	SMTSISCH	1301	0.002585881057497402	0.9257592747089377
PC387	SMRIN	1301	0.027767201540249146	0.3169351504606741
PC387	SMTSISCH	1301	-0.007413148341672701	0.7893657611868512
PC388	SMRIN	1301	-0.007209256679939575	0.7950282129563748
PC388	SMTSISCH	1301	0.025505294440307715	0.35797771991083116
PC389	SMRIN	1301	-7.5871531332102e-4	0.9781884833537451
PC389	SMTSISCH	1301	-7.996102240975833e-4	0.9770131547701453
PC390	SMRIN	1301	0.018802694389371086	0.498019333310715
PC390	SMTSISCH	1301	0.009141446111664491	0.7418411146520738
PC391	SMRIN	1301	0.001637651234777753	0.952942293917235
PC391	SMTSISCH	1301	0.004063475603833737	0.8835845062532144
PC392	SMRIN	1301	-0.00810558190420647	0.7702200558793805
PC392	SMTSISCH	1301	0.005632113083317135	0.8391716483189228
PC393	SMRIN	1301	0.012756242385088094	0.6457415072367504
PC393	SMTSISCH	1301	0.014949089529373906	0.5900827215312909
PC394	SMRIN	1301	9.735214462907524e-4	0.972015496187175
PC394	SMTSISCH	1301	-0.0112621836335598	0.6848584350579601
PC395	SMRIN	1301	0.0026533318464076632	0.9238285726175685
PC395	SMTSISCH	1301	0.01972498920744775	0.47717511078378094
PC396	SMRIN	1301	0.019988454247050456	0.47130949382202825
PC396	SMTSISCH	1301	0.04648841750655274	0.0937180755653769
PC397	SMRIN	1301	-0.0019929910349446496	0.9427476081915851
PC397	SMTSISCH	1301	-0.011581139651147232	0.6764319527598078
PC398	SMRIN	1301	-0.0074747158235001256	0.7876580844540138
PC398	SMTSISCH	1301	-0.011033015037194319	0.6909371788730665
PC399	SMRIN	1301	0.01696035600872803	0.5410635977303562
PC399	SMTSISCH	1301	0.04303588102620929	0.1207809086333533
PC400	SMRIN	1301	0.016896972020156057	0.5425768687101918
PC400	SMTSISCH	1301	0.0043136449551672545	0.8764731477031305
PC401	SMRIN	1301	-0.014268146791409598	0.6071298833884362
PC401	SMTSISCH	1301	0.01028835546222054	0.710825470143629
PC402	SMRIN	1301	-0.021032930969087864	0.4484513723601017
PC402	SMTSISCH	1301	0.015922533352802658	0.5661030168920251
PC403	SMRIN	1301	0.056064317203280284	0.043191688290009383
PC403	SMTSISCH	1301	0.012053909423588551	0.664016241759249
PC404	SMRIN	1301	-0.029732525999453766	0.2838818619658874
PC404	SMTSISCH	1301	-0.01073851667275072	0.6987780791946843
PC405	SMRIN	1301	-0.0326946548194215	0.23861432783734532
PC405	SMTSISCH	1301	-0.0032052719250389434	0.9080477657076842
PC406	SMRIN	1301	-0.005355874511179229	0.8469599454862429
PC406	SMTSISCH	1301	0.012529001052786985	0.6516316747820057
PC407	SMRIN	1301	-0.002728675535495186	0.9216724755939854
PC407	SMTSISCH	1301	-0.025557580384625543	0.35699280681330625
PC408	SMRIN	1301	-0.011911717560062806	0.667740951556584
PC408	SMTSISCH	1301	0.01435009994584329	0.6050666201526876
PC409	SMRIN	1301	0.006808799875006046	0.8061808325366225
PC409	SMTSISCH	1301	0.006270688358209999	0.8212289237334223
PC410	SMRIN	1301	0.04028788854533376	0.1464037826073028
PC410	SMTSISCH	1301	0.001727191967909783	0.9503725827136063
PC411	SMRIN	1301	0.015334198657955647	0.5805401902220917
PC411	SMTSISCH	1301	0.0017043854902467053	0.9510270532933289
PC412	SMRIN	1301	-0.027432541084793916	0.3228052247815342
PC412	SMTSISCH	1301	0.013192268489770715	0.6345017419696188
PC413	SMRIN	1301	6.774657287618913e-4	0.980523751846848
PC413	SMTSISCH	1301	0.0374551068565235	0.17696545207660397
PC414	SMRIN	1301	0.01571077733284014	0.5712794473506231
PC414	SMTSISCH	1301	0.009887724768301732	0.7216084415096728
PC415	SMRIN	1301	-0.008304946661978422	0.7647329143837832
PC415	SMTSISCH	1301	-0.013398235911468393	0.6292212949864384
PC416	SMRIN	1301	0.0187305601255058	0.49966975674843694
PC416	SMTSISCH	1301	-0.003990858417234396	0.885650517386448
PC417	SMRIN	1301	0.028469317810986033	0.30484845847575054
PC417	SMTSISCH	1301	0.013625002341202824	0.6234294500857128
PC418	SMRIN	1301	-0.03250251327394267	0.24138658701932575
PC418	SMTSISCH	1301	0.01541569756317925	0.5785300412158723
PC419	SMRIN	1301	0.023836352028863788	0.39030851295808777
PC419	SMTSISCH	1301	-0.044349675203301554	0.10983965294389614
PC420	SMRIN	1301	-0.017425767673959994	0.5300169702024381
PC420	SMTSISCH	1301	-0.0022978897425335264	0.9340074739821349
PC421	SMRIN	1301	-0.035379884699408504	0.20220200570697036
PC421	SMTSISCH	1301	0.033987197127272425	0.22054786558274064
PC422	SMRIN	1301	-0.024559349066288896	0.3760905958898001
PC422	SMTSISCH	1301	0.010563956124682857	0.7034409459081499
PC423	SMRIN	1301	0.016880672193737897	0.5429663617945085
PC423	SMTSISCH	1301	0.015831771649712723	0.5683189553164623
PC424	SMRIN	1301	-0.030785335472828742	0.2671699090284633
PC424	SMTSISCH	1301	0.005022684300490666	0.8563737785972916
PC425	SMRIN	1301	0.005787352593912632	0.8348016540286344
PC425	SMTSISCH	1301	-0.004986255817554642	0.8574042796200323
PC426	SMRIN	1301	-0.005171974773299143	0.8521531730899015
PC426	SMTSISCH	1301	0.032467537990502955	0.2418936445366139
PC427	SMRIN	1301	0.006367141232639411	0.8185266441235794
PC427	SMTSISCH	1301	0.03211635905410523	0.24702641221157515
PC428	SMRIN	1301	0.006604548471248665	0.811884535213206
