PC	covar	n	r	p
PC643	SMRIN	1301	0.014080565824277337	0.6118642138954329
PC643	SMTSISCH	1301	0.015631816992714098	0.5732153951154624
PC644	SMRIN	1301	-0.03414227224108583	0.2184479737398603
PC644	SMTSISCH	1301	-0.028123645373566552	0.3107603850253768
PC645	SMRIN	1301	-0.023926662802285642	0.38851490288675916
PC645	SMTSISCH	1301	-0.0025803386742791474	0.9259179386976977
PC646	SMRIN	1301	4.176160617956921e-4	0.9879933493224888
PC646	SMTSISCH	1301	0.004585600764450555	0.868753785519057
PC647	SMRIN	1301	0.013427748382783614	0.6284662154970411
PC647	SMTSISCH	1301	0.0014808932965183065	0.9574422187770402
PC648	SMRIN	1301	0.036727991414092304	0.18552659780030423
PC648	SMTSISCH	1301	-0.018759343531840833	0.4990108482650706
PC649	SMRIN	1301	-0.004596942974366395	0.8684321072213311
PC649	SMTSISCH	1301	0.010162205224025613	0.7142146921467533
PC650	SMRIN	1301	-0.006576398443026677	0.8126714120469654
PC650	SMTSISCH	1301	-0.0033255991540053677	0.904612016363333
PC651	SMRIN	1301	-0.01261782613998341	0.6493266884132831
PC651	SMTSISCH	1301	0.025584972746883837	0.35647749667345685
PC652	SMRIN	1301	-0.019585121129140556	0.48030518706201186
PC652	SMTSISCH	1301	0.02198142008796517	0.42825004935009137
PC653	SMRIN	1301	-0.006248455420905388	0.8218521164739041
PC653	SMTSISCH	1301	0.022479246547531435	0.41786234646695153
PC654	SMRIN	1301	-0.027169883763672655	0.32746162326121986
PC654	SMTSISCH	1301	-0.021842543384611755	0.43117442134802864
PC655	SMRIN	1301	-0.00394291663931661	0.8870149219415733
PC655	SMTSISCH	1301	-0.00780116848883555	0.7786205883341338
PC656	SMRIN	1301	-0.016474540662332268	0.5527157716541442
PC656	SMTSISCH	1301	-0.007801369220633993	0.7786150403379014
PC657	SMRIN	1301	-0.00587122892090862	0.8324426437435489
PC657	SMTSISCH	1301	0.018429869266576738	0.5065806524069226
PC658	SMRIN	1301	-0.008124299219334908	0.769704403103612
PC658	SMTSISCH	1301	0.004004014736943753	0.8852761526204602
PC659	SMRIN	1301	0.016039711496595957	0.5632482643602488
PC659	SMTSISCH	1301	-0.0014899985750444112	0.9571808023740749
PC660	SMRIN	1301	-0.0012719355099255775	0.9634426853327678
PC660	SMTSISCH	1301	-0.016519728837680606	0.5516267775159887
PC661	SMRIN	1301	-0.010724224797301986	0.699159420714913
PC661	SMTSISCH	1301	-0.014944039584684559	0.5902083309875092
PC662	SMRIN	1301	0.02414142881449696	0.3842697422839739
PC662	SMTSISCH	1301	-0.008785657728903988	0.7515511499623774
PC663	SMRIN	1301	-0.030326516067811622	0.27436810666920575
PC663	SMTSISCH	1301	-0.002754517763071383	0.9209330847427258
PC664	SMRIN	1301	-0.031263061818714855	0.2598140684580717
PC664	SMTSISCH	1301	-0.026959063864783004	0.3312303942379221
PC665	SMRIN	1301	0.028636179501623813	0.302021532512142
PC665	SMTSISCH	1301	-0.0026529369212807937	0.9238398756068505
PC666	SMRIN	1301	0.00371892126089773	0.8933941127939038
PC666	SMTSISCH	1301	-0.012988154795672703	0.6397530593444454
PC667	SMRIN	1301	-0.013054940045405233	0.6380328456209222
PC667	SMTSISCH	1301	-0.008179525882421912	0.7681835293743029
PC668	SMRIN	1301	-0.01867605202128262	0.500918816888128
PC668	SMTSISCH	1301	-0.009293617561542058	0.7377005098066622
PC669	SMRIN	1301	0.004348907637665686	0.8754715512675333
PC669	SMTSISCH	1301	0.002210161307651041	0.9365215033353672
PC670	SMRIN	1301	-0.04046823378730202	0.14460404378247893
PC670	SMTSISCH	1301	-0.014216442641088152	0.6084332060116753
PC671	SMRIN	1301	0.012048957726837594	0.6641458126858116
PC671	SMTSISCH	1301	-0.027865136780363987	0.3152306395165727
PC672	SMRIN	1301	0.024514198977074242	0.37696902420251754
PC672	SMTSISCH	1301	0.007832853852238069	0.7777449809767326
PC673	SMRIN	1301	-0.011008713994112466	0.6915829461635761
PC673	SMTSISCH	1301	-0.016858574309212813	0.5434946246291195
PC674	SMRIN	1301	-0.00991777308436295	0.7207977400491488
PC674	SMTSISCH	1301	-0.018597808408572614	0.5027146642076221
PC675	SMRIN	1301	-0.013086367191183649	0.6372240366977998
PC675	SMTSISCH	1301	-0.007524110037290677	0.7862887899506441
PC676	SMRIN	1301	-0.004359012038376425	0.8751845838939721
PC676	SMTSISCH	1301	-0.0026723229698714093	0.9232850536733925
PC677	SMRIN	1301	-0.045147141527381085	0.10358979156636568
PC677	SMTSISCH	1301	0.010061705394151476	0.7169188158437161
PC678	SMRIN	1301	0.02998218960689848	0.27985623742761095
PC678	SMTSISCH	1301	-0.011957242500322207	0.6665475322744903
PC679	SMRIN	1301	-0.0013663414730862241	0.96073143147038
PC679	SMTSISCH	1301	0.00554168762758234	0.8417194198630757
PC680	SMRIN	1301	-0.011131909372236196	0.6883115166386138
PC680	SMTSISCH	1301	-0.04126243768036923	0.1368792783448644
PC681	SMRIN	1301	-0.007315838004897698	0.792066884749762
PC681	SMTSISCH	1301	-0.007810638102526018	0.778358871372394
PC682	SMRIN	1301	0.04514005219785907	0.10364408083398799
PC682	SMTSISCH	1301	-0.004920766352704412	0.8592574768283234
PC683	SMRIN	1301	-0.03475023954095678	0.21035386258953248
PC683	SMTSISCH	1301	0.008700500960281913	0.7538811197389912
PC684	SMRIN	1301	-0.008968512353302595	0.7465557363779336
PC684	SMTSISCH	1301	-0.001936880212843228	0.944356845922427
PC685	SMRIN	1301	-0.0202455933256683	0.465623228219996
PC685	SMTSISCH	1301	0.0063157384920049554	0.8199665072588622
PC686	SMRIN	1301	0.013898743445326758	0.6164687145035372
PC686	SMTSISCH	1301	-0.013687929410850326	0.6218263228085064
PC687	SMRIN	1301	0.008489528749395387	0.7596631271653694
PC687	SMTSISCH	1301	-0.0042167889455919875	0.879225244783822
PC688	SMRIN	1301	2.3200334509100386e-4	0.993329625029497
PC688	SMTSISCH	1301	-0.0036989535396279908	0.8939631166688509
PC689	SMRIN	1301	0.03515869668997748	0.20503905486529206
PC689	SMTSISCH	1301	-0.011863208525541536	0.6690135218561261
PC690	SMRIN	1301	-0.006362221620978351	0.8186644230015928
PC690	SMTSISCH	1301	0.013127919752601944	0.6361553025029635
PC691	SMRIN	1301	0.03770498906749084	0.1740922404174804
PC691	SMTSISCH	1301	-0.010876715167842041	0.6950945405283682
PC692	SMRIN	1301	0.016841526259368595	0.5439023427374685
PC692	SMTSISCH	1301	0.008532735951439148	0.758477864522767
PC693	SMRIN	1301	-0.003895342164766552	0.8883692039197886
PC693	SMTSISCH	1301	-0.010085137455348269	0.7162880168343555
PC694	SMRIN	1301	0.010087908060161535	0.7162134439896652
PC694	SMTSISCH	1301	0.009924681769367307	0.7206113884832978
PC695	SMRIN	1301	-0.011023248373727892	0.691196687755376
PC695	SMTSISCH	1301	0.004075157598898684	0.8832522185576515
PC696	SMRIN	1301	-0.023853366455395274	0.3899702155043291
PC696	SMTSISCH	1301	0.015774870989541008	0.5697102891905983
PC697	SMRIN	1301	-0.01084654653627597	0.6958980448278782
PC697	SMTSISCH	1301	0.00427941298655766	0.8774456569416871
PC698	SMRIN	1301	0.009240469287848472	0.7391458244936592
PC698	SMTSISCH	1301	-0.0076421923950717625	0.7830180213042724
PC699	SMRIN	1301	-0.006518918341697013	0.8142787375161464
PC699	SMTSISCH	1301	0.008771153729893146	0.7519478339629327
PC700	SMRIN	1301	-0.0021708596400870145	0.9376479758246877
PC700	SMTSISCH	1301	-0.02883113575989251	0.2987407775540592
PC701	SMRIN	1301	0.007015047755201154	0.8004318097827952
PC701	SMTSISCH	1301	0.0022646243921381234	0.9349606814479976
PC702	SMRIN	1301	6.555742839754176e-4	0.9811529831936797
PC702	SMTSISCH	1301	0.013552880476738506	0.6252690172823707
PC703	SMRIN	1301	0.0030339664920231916	0.9129420655379396
PC703	SMTSISCH	1301	-0.027576602885331387	0.32026969803009875
PC704	SMRIN	1301	0.008849650488222983	0.7498017337069522
PC704	SMTSISCH	1301	-3.433375893637607e-4	0.9901287683977495
PC705	SMRIN	1301	5.924010114248184e-4	0.9829688528710907
PC705	SMTSISCH	1301	0.014222156840052165	0.608289105243688
PC706	SMRIN	1301	-0.009442183978892116	0.7336653185554097
PC706	SMTSISCH	1301	-0.028947203758775256	0.2967988939859828
PC707	SMRIN	1301	-0.004182236905963294	0.8802073718858698
PC707	SMTSISCH	1301	0.004020757911846648	0.8847997604282958
PC708	SMRIN	1301	-0.024335537560129256	0.3804573929156819
PC708	SMTSISCH	1301	0.012484852612574432	0.6527785545872379
PC709	SMRIN	1301	-0.005998880460629479	0.8288553590880138
PC709	SMTSISCH	1301	-0.01725216249917333	0.5341240997255613
PC710	SMRIN	1301	-0.022854228533024316	0.4101367520188456
PC710	SMTSISCH	1301	0.016544623365099494	0.5510272921472696
PC711	SMRIN	1301	-0.03667294708888995	0.18618694173302663
PC711	SMTSISCH	1301	-0.00803047226368034	0.772290307876289
PC712	SMRIN	1301	-0.008603039926230223	0.7565504938562801
PC712	SMTSISCH	1301	0.005538048438076853	0.8418219902570176
PC713	SMRIN	1301	-0.0028692374337152718	0.9176515893316973
PC713	SMTSISCH	1301	-0.02700839092208352	0.33034608648116914
PC714	SMRIN	1301	-0.010420190638460936	0.7072896066191903
PC714	SMTSISCH	1301	0.002316759130628336	0.933466819908639
PC715	SMRIN	1301	0.0279536105735011	0.3136959818569398
PC715	SMTSISCH	1301	0.007217397527245896	0.794801917431778
PC716	SMRIN	1301	-0.018888884068600894	0.49605112916224514
PC716	SMTSISCH	1301	0.011172872478598177	0.6872250346709193
PC717	SMRIN	1301	0.013479433372490525	0.6271447852504277
PC717	SMTSISCH	1301	0.009235735672494295	0.7392745952135316
PC718	SMRIN	1301	0.008812782997046426	0.7508094506099937
PC718	SMTSISCH	1301	-0.015475566818805148	0.5770554668498791
PC719	SMRIN	1301	0.009431035897395879	0.7339678567015293
PC719	SMTSISCH	1301	0.004287304929484498	0.8772214352386529
PC720	SMRIN	1301	0.00844081654111937	0.7610000797908876
PC720	SMTSISCH	1301	-0.017632934686620996	0.5251369014283624
PC721	SMRIN	1301	-0.016944910142825894	0.541432168312498
PC721	SMTSISCH	1301	0.005244729851803243	0.8500978310003694
PC722	SMRIN	1301	0.026120534442999752	0.34649662516931135
PC722	SMTSISCH	1301	-0.009913952104778962	0.7209008124395739
PC723	SMRIN	1301	0.015525672860420833	0.5758227209605635
PC723	SMTSISCH	1301	0.006653817241739139	0.8105077839462866
PC724	SMRIN	1301	0.047903019183066414	0.08413842789146518
PC724	SMTSISCH	1301	0.0022320614689506297	0.935893851318177
PC725	SMRIN	1301	-0.0044949876983456935	0.8713244525651984
PC725	SMTSISCH	1301	-0.008593428697052282	0.7568138950119768
PC726	SMRIN	1301	0.0033949528372881196	0.9026325399501509
PC726	SMTSISCH	1301	-0.014160341737849618	0.6098487653203715
PC727	SMRIN	1301	0.021851495669922182	0.4309855620812104
PC727	SMTSISCH	1301	-0.0016977732938161611	0.9512168076805189
PC728	SMRIN	1301	0.026176503781282567	0.3454639222202508
PC728	SMTSISCH	1301	-0.004701084085883142	0.8654795673349667
PC729	SMRIN	1301	7.441321591222526e-4	0.9786076179336451
PC729	SMTSISCH	1301	0.014064132506077374	0.6122797486402071
PC730	SMRIN	1301	-0.001168838046245652	0.9664040325258508
PC730	SMTSISCH	1301	-0.0038096458243837778	0.8908095033118303
PC731	SMRIN	1301	0.0042678320303952974	0.8777747067121495
PC731	SMTSISCH	1301	-0.030837855002860768	0.2663543061375772
PC732	SMRIN	1301	-0.05648483774058369	0.041645933435462704
PC732	SMTSISCH	1301	-0.013890058015920562	0.6166890453339224
PC733	SMRIN	1301	0.013861252372720546	0.6174200298542931
PC733	SMTSISCH	1301	0.015243828551337603	0.5827729580598526
PC734	SMRIN	1301	-0.001536644587569341	0.9558416483462853
PC734	SMTSISCH	1301	0.016711468801045452	0.5470177662464861
PC735	SMRIN	1301	0.02259884675362667	0.41538902265148925
PC735	SMTSISCH	1301	-1.4929572385293728e-4	0.9957075392682304
PC736	SMRIN	1301	-0.02475501097384763	0.37229845397039907
PC736	SMTSISCH	1301	0.0047851874096086775	0.8630964916685617
PC737	SMRIN	1301	-0.0016761517063213964	0.9518373152974153
PC737	SMTSISCH	1301	-0.009375694546938885	0.7354703277533661
PC738	SMRIN	1301	-0.012161824506867678	0.6611949278359195
PC738	SMTSISCH	1301	0.01175053856745163	0.6719729306296094
PC739	SMRIN	1301	0.005059196041767005	0.8553411677010518
PC739	SMTSISCH	1301	0.00810920362841406	0.7701202712432752
PC740	SMRIN	1301	-0.0033768614870057774	0.9031488412124752
PC740	SMTSISCH	1301	0.013775899582347548	0.6195882007224426
PC741	SMRIN	1301	0.020105765372583958	0.46871059114131
PC741	SMTSISCH	1301	0.009759737181631185	0.7250650277497522
PC742	SMRIN	1301	-0.01039536808965766	0.7079548767027688
PC742	SMTSISCH	1301	0.01584958040739466	0.5678838296233009
PC743	SMRIN	1301	-0.016002728073199846	0.564148523752052
PC743	SMTSISCH	1301	-0.021011645880858097	0.4489108262988586
PC744	SMRIN	1301	-0.007485486862887623	0.7873594362350321
PC744	SMTSISCH	1301	-0.005096606258220232	0.8542834030706232
PC745	SMRIN	1301	-0.019249005984523445	0.48787252608164045
PC745	SMTSISCH	1301	0.009103363506020236	0.7428785215070505
PC746	SMRIN	1301	-0.02245650058413577	0.4183337101590934
PC746	SMTSISCH	1301	-0.008371102741594548	0.7629146807681707
PC747	SMRIN	1301	-0.02109598537520559	0.4470918640826619
PC747	SMTSISCH	1301	-0.001548056153526653	0.955514054060522
PC748	SMRIN	1301	0.014198463259444113	0.6088867094136634
PC748	SMTSISCH	1301	-0.009840524461287628	0.7228825331349017
PC749	SMRIN	1301	-0.02878683735786413	0.2994841437342419
PC749	SMTSISCH	1301	-0.015939120713841334	0.5656984861644055
PC750	SMRIN	1301	-0.0024306321441787565	0.93020473935692
PC750	SMTSISCH	1301	0.014063714727162639	0.6122903142697764
PC751	SMRIN	1301	0.018103581342637544	0.514136257113362
PC751	SMTSISCH	1301	0.023257060157223498	0.4019325884969739
PC752	SMRIN	1301	0.012337888250035893	0.6566022643943896
PC752	SMTSISCH	1301	0.01226874074976758	0.6584044600716035
PC753	SMRIN	1301	-0.02218242834268796	0.42403783706236353
PC753	SMTSISCH	1301	0.0328000710655997	0.23710292993567014
PC754	SMRIN	1301	-0.02390872278133404	0.3888707996631394
PC754	SMTSISCH	1301	-0.015042413754711662	0.587763645016447
PC755	SMRIN	1301	0.015095583166030128	0.5864442881510663
PC755	SMTSISCH	1301	0.02694253483006932	0.33152705920675785
PC756	SMRIN	1301	-0.027771101126864768	0.31686716500583834
PC756	SMTSISCH	1301	-0.025949499614451633	0.34966458013652346
PC757	SMRIN	1301	0.021485484851057123	0.4387459979578252
PC757	SMTSISCH	1301	-0.016897105377986853	0.5425736826271494
PC758	SMRIN	1301	0.018691867786932655	0.500556226481621
PC758	SMTSISCH	1301	-0.008434517668034748	0.7611730104743746
PC759	SMRIN	1301	0.0058298847697815185	0.8336052553969736
PC759	SMTSISCH	1301	0.03113380302224546	0.26179038133788396
PC760	SMRIN	1301	0.007930105546460732	0.775059249127051
PC760	SMTSISCH	1301	0.04082583001544551	0.14108558609324143
PC761	SMRIN	1301	0.01957247170523682	0.4805888158162399
PC761	SMTSISCH	1301	0.0113305243879415	0.683049599721797
PC762	SMRIN	1301	0.001209156651826873	0.9652458730595571
PC762	SMTSISCH	1301	0.014249608662562118	0.6075970365850559
PC763	SMRIN	1301	0.014532617531239774	0.6004828560809594
PC763	SMTSISCH	1301	-0.015151002118664708	0.5850705721679863
PC764	SMRIN	1301	-0.036366648917749655	0.18989318871552593
PC764	SMTSISCH	1301	0.00905315019907067	0.7442470932919378
PC765	SMRIN	1301	0.022574657074486245	0.4158885654049064
PC765	SMTSISCH	1301	0.011065239861625515	0.6900811942145222
PC766	SMRIN	1301	-0.0026428451106042896	0.9241287143655315
PC766	SMTSISCH	1301	0.016183069081885434	0.5597651743998644
PC767	SMRIN	1301	-0.006522660079954188	0.8141740828304963
PC767	SMTSISCH	1301	-0.03094696909893868	0.2646652929606796
PC768	SMRIN	1301	0.006233391644221856	0.8222744203559779
PC768	SMTSISCH	1301	0.024659177827592874	0.37415283856586046
PC769	SMRIN	1301	0.02165447173549141	0.4351530877390378
PC769	SMTSISCH	1301	-0.013649986973108876	0.6227927287972319
PC770	SMRIN	1301	0.03852121494624458	0.16494952510783129
PC770	SMTSISCH	1301	-0.004430960530173416	0.8731417058192672
PC771	SMRIN	1301	-0.00499715631853061	0.8570958970929976
PC771	SMTSISCH	1301	-0.010025722220354031	0.7178878705499965
PC772	SMRIN	1301	-0.00847305239693637	0.7601152561880573
PC772	SMTSISCH	1301	-0.014855565194103297	0.5924109852327899
PC773	SMRIN	1301	0.029059391959335032	0.29492995349625156
PC773	SMTSISCH	1301	6.07513481234347e-4	0.9825344475668303
PC774	SMRIN	1301	-0.015000285035931106	0.5888100085567848
PC774	SMTSISCH	1301	0.012120802189691308	0.6622668448951667
PC775	SMRIN	1301	0.00678915618309189	0.8067289387700429
PC775	SMTSISCH	1301	-0.015809163060695033	0.5688715857607712
PC776	SMRIN	1301	0.0019532276060938085	0.943887984990685
PC776	SMTSISCH	1301	0.0021705821367240786	0.9376559301290763
PC777	SMRIN	1301	-0.00668518812560365	0.809631470400397
PC777	SMTSISCH	1301	-0.004780542711555355	0.8632280673801582
PC778	SMRIN	1301	-0.001459690987769064	0.9580509637111353
PC778	SMTSISCH	1301	-0.003159951438099821	0.9093422680001662
PC779	SMRIN	1301	0.018535480559271632	0.5041476417879025
PC779	SMTSISCH	1301	0.015175673246648138	0.584459509115972
PC780	SMRIN	1301	0.02410700381201017	0.3849482879789107
PC780	SMTSISCH	1301	-0.022174162239234164	0.4242105781484805
PC781	SMRIN	1301	0.006818536255621367	0.8059091993339171
PC781	SMTSISCH	1301	0.015562902157808667	0.5749075833028885
PC782	SMRIN	1301	-0.014464849503814185	0.6021829587006118
PC782	SMTSISCH	1301	0.0031220450426706968	0.9104251842558542
PC783	SMRIN	1301	-0.017718272850219575	0.5231333588566063
PC783	SMTSISCH	1301	-0.010948655058295273	0.6931798916000658
PC784	SMRIN	1301	0.012934950841189055	0.6411248407260262
PC784	SMTSISCH	1301	0.010014347097502638	0.7181943058316338
PC785	SMRIN	1301	-0.0111754893843134	0.6871556472549558
PC785	SMTSISCH	1301	-0.02138490529942323	0.44089252556107694
PC786	SMRIN	1301	-0.030908696960295856	0.26525687849428653
PC786	SMTSISCH	1301	0.011130898905319342	0.6883383258168032
PC787	SMRIN	1301	0.002569617658754012	0.926224861781595
PC787	SMTSISCH	1301	-0.0038208944980131954	0.8904891252970116
PC788	SMRIN	1301	-0.018614313560176333	0.5023355552792675
PC788	SMTSISCH	1301	-0.011257491057057324	0.6849827040362142
PC789	SMRIN	1301	0.010397857043551154	0.7078881601002573
PC789	SMTSISCH	1301	-8.495181249301638e-4	0.9755788586922525
PC790	SMRIN	1301	0.02672414790708872	0.33546279415063185
PC790	SMTSISCH	1301	0.016531110530470287	0.55135265513842735
PC791	SMRIN	1301	0.010212690961883316	0.7128576340416484
PC791	SMTSISCH	1301	-0.022829389758808362	0.410645857416125
PC792	SMRIN	1301	-0.0353487760453431	0.20259928213965525
PC792	SMTSISCH	1301	0.009642047873431618	0.7282484346266265
PC793	SMRIN	1301	-0.0039542821844476715	0.8866914324955231
PC793	SMTSISCH	1301	0.002310825787635117	0.9336368213903299
PC794	SMRIN	1301	-0.018879203289493773	0.4962719899601452
PC794	SMTSISCH	1301	0.0139631217610421	0.6148366505622689
PC795	SMRIN	1301	2.1883674130408168e-4	0.993708172637296
PC795	SMTSISCH	1301	0.009435182944569655	0.7338553087514441
PC796	SMRIN	1301	0.00879611560919401	0.7512651678773473
PC796	SMTSISCH	1301	-0.0031135396746717605	0.9106681899390968
PC797	SMRIN	1301	0.023314868509704576	0.4007633722673747
PC797	SMTSISCH	1301	0.013691863588362219	0.6217261552721818
PC798	SMRIN	1301	0.0029363388008560366	0.9157328359424108
PC798	SMTSISCH	1301	-0.007524187609438057	0.7862866400322008
PC799	SMRIN	1301	-0.027031307266347407	0.3299357749039117
PC799	SMTSISCH	1301	-0.004503189654552014	0.8710917090755004
PC800	SMRIN	1301	0.029690673393364026	0.2845605151083968
PC800	SMTSISCH	1301	9.574934014246553e-4	0.9724760485892814
PC801	SMRIN	1301	-0.01953053830880437	0.48152970920306937
PC801	SMTSISCH	1301	0.012492456125120534	0.6525809734425163
PC802	SMRIN	1301	0.011699091053438918	0.6733259540933625
PC802	SMTSISCH	1301	-0.012971102374799	0.6401925958948793
PC803	SMRIN	1301	-0.002368183357698485	0.9319935464851754
PC803	SMTSISCH	1301	0.022127879421521977	0.4251785333754481
PC804	SMRIN	1301	-0.018417391320429816	0.5068685187116152
PC804	SMTSISCH	1301	0.003392959030818109	0.9026894383225899
PC805	SMRIN	1301	-0.05166389890159211	0.06247104337502215
PC805	SMTSISCH	1301	0.005002154571629366	0.8569545004231969
PC806	SMRIN	1301	-0.038549947273192754	0.16463439623048898
PC806	SMTSISCH	1301	-0.00733577032592398	0.7915134025904123
PC807	SMRIN	1301	0.021328976971578373	0.4420887212418615
PC807	SMTSISCH	1301	-0.012543588929548726	0.651252894390755
PC808	SMRIN	1301	0.007081830938328821	0.7985725686860731
PC808	SMTSISCH	1301	0.011633706368512877	0.6750470371523991
PC809	SMRIN	1301	-0.008429258063450866	0.761317417976366
PC809	SMTSISCH	1301	0.007958436193125336	0.7742773652460966
PC810	SMRIN	1301	0.015242663183926006	0.5828017768290752
PC810	SMTSISCH	1301	0.0065452639647886855	0.8135419331641888
PC811	SMRIN	1301	0.012064106943943212	0.6637494351023316
PC811	SMTSISCH	1301	-0.0012452150199380883	0.964210151667858
PC812	SMRIN	1301	0.028621859889560817	0.30226344577877146
PC812	SMTSISCH	1301	-0.0031095471191967456	0.9107822635649331
PC813	SMRIN	1301	0.016019036230573165	0.5637514613665839
PC813	SMTSISCH	1301	0.007149248649288048	0.7966968188827475
PC814	SMRIN	1301	0.03632002328748263	0.19046209288216215
PC814	SMTSISCH	1301	-0.009141734275883382	0.7418332665643881
PC815	SMRIN	1301	0.029121797999643824	0.2938937492282953
PC815	SMTSISCH	1301	0.0010764146861590715	0.9690591739571016
PC816	SMRIN	1301	0.03700512355804576	0.18222822340081204
PC816	SMTSISCH	1301	0.007941605576320825	0.774741837819299
PC817	SMRIN	1301	-0.01866339820485978	0.5012090168995444
PC817	SMTSISCH	1301	8.171665484345243e-4	0.9765085973547508
PC818	SMRIN	1301	0.021961486015859864	0.42866909759968297
PC818	SMTSISCH	1301	0.013448045211178145	0.6279471443204871
PC819	SMRIN	1301	0.004901594688095487	0.8598001367116553
PC819	SMTSISCH	1301	0.009745629420712729	0.7254463829993548
PC820	SMRIN	1301	0.004776501145190724	0.863342560569057
PC820	SMTSISCH	1301	-0.02355811433880358	0.39586595155632465
PC821	SMRIN	1301	0.013847045388197003	0.6177806919603808
PC821	SMTSISCH	1301	-0.01531876741283357	0.5809211654303261
PC822	SMRIN	1301	-0.004173540432177281	0.8804545945292795
PC822	SMTSISCH	1301	-0.001146755536799356	0.9670383868888817
PC823	SMRIN	1301	-0.01750267419668712	0.5282026617226407
PC823	SMTSISCH	1301	-0.024941074918647145	0.3687143732258269
PC824	SMRIN	1301	0.004671787837340802	0.8663099674666083
PC824	SMTSISCH	1301	-0.003107344610122986	0.9108451935196821
PC825	SMRIN	1301	-0.02094673791866269	0.4503135575972348
PC825	SMTSISCH	1301	0.013538955877638773	0.6256244524176813
PC826	SMRIN	1301	0.012677885157292361	0.6477700700432154
PC826	SMTSISCH	1301	0.004078127591422452	0.8831677420808648
PC827	SMRIN	1301	0.017204823279773605	0.5352468238554002
PC827	SMTSISCH	1301	0.0012188034547306779	0.9649687776116534
PC828	SMRIN	1301	0.017326297058183854	0.532368271637027
PC828	SMTSISCH	1301	0.005217693150853601	0.8508615039200389
PC829	SMRIN	1301	-0.028525354338770573	0.3038971528822166
PC829	SMTSISCH	1301	-0.01892466826331342	0.4952351904814374
PC830	SMRIN	1301	0.0063201355637176795	0.8198433153045603
PC830	SMTSISCH	1301	0.007617624677319596	0.7836982102432355
PC831	SMRIN	1301	0.011006902459527672	0.6916310942223911
PC831	SMTSISCH	1301	-0.001675577756778827	0.951853787200384
PC832	SMRIN	1301	0.021380910180028304	0.44097791172021006
PC832	SMTSISCH	1301	-0.006094770119297377	0.8261629904538592
PC833	SMRIN	1301	-0.016389915435401997	0.5547579921349883
PC833	SMTSISCH	1301	-0.0015728850970730332	0.9548013102284724
PC834	SMRIN	1301	-0.012548703266621565	0.6511201197446268
PC834	SMTSISCH	1301	0.0028106734165773343	0.9193266105034368
PC835	SMRIN	1301	0.004331966825289644	0.8759527110321967
PC835	SMTSISCH	1301	-0.007074944909707317	0.7987642228917526
PC836	SMRIN	1301	0.00908294869112645	0.7434348329471998
PC836	SMTSISCH	1301	-0.018566794360284633	0.503427438261433
PC837	SMRIN	1301	-0.02669473666566177	0.3359951258826155
PC837	SMTSISCH	1301	-6.8633929568954e-4	0.9802687000885328
PC838	SMRIN	1301	-0.0018340682354891379	0.9473060395304852
PC838	SMTSISCH	1301	0.0038347725869607658	0.890093882457702
PC839	SMRIN	1301	-0.04148550329448367	0.13476788492413327
PC839	SMTSISCH	1301	-0.01963187882911855	0.47925756491418736
PC840	SMRIN	1301	0.009860822886258044	0.7223345175508844
PC840	SMTSISCH	1301	-0.004810461559417921	0.8623805882824844
PC841	SMRIN	1301	-0.008620049204849297	0.7560844142343719
PC841	SMTSISCH	1301	-0.011178129656479838	0.687085642943678
PC842	SMRIN	1301	0.009252889055138495	0.738807998580139
PC842	SMTSISCH	1301	-0.027890231743799433	0.3147948450442844
PC843	SMRIN	1301	0.016134774909878996	0.5609373884250226
PC843	SMTSISCH	1301	-0.022195590325537078	0.4237628690433508
PC844	SMRIN	1301	0.013743771066514714	0.6204052022934837
PC844	SMTSISCH	1301	0.01081811320832496	0.6966556437301481
PC845	SMRIN	1301	-0.029579064354136472	0.28637564787935826
PC845	SMTSISCH	1301	-0.0015962692642900486	0.9541300733898566
PC846	SMRIN	1301	0.06513653483631382	0.01878998756314076
PC846	SMTSISCH	1301	0.027717813542094835	0.317797008501217
PC847	SMRIN	1301	0.0011641088605113476	0.9665398839539907
PC847	SMTSISCH	1301	-0.010636355801769465	0.7015056391992525
PC848	SMRIN	1301	0.03980620735078747	0.15129457723990633
PC848	SMTSISCH	1301	0.009536354057542013	0.7311113705861507
PC849	SMRIN	1301	-0.04214156865215805	0.128703613232873
PC849	SMTSISCH	1301	0.0031565560796211795	0.909439260340149
PC850	SMRIN	1301	0.03843208759370495	0.1659299371402427
PC850	SMTSISCH	1301	-0.01843300215386139	0.5065083901616902
PC851	SMRIN	1301	-0.004977604742826554	0.8576490398372215
PC851	SMTSISCH	1301	1.41808736076708e-4	0.9959227987104762
PC852	SMRIN	1301	0.014620684819410893	0.5982767485571858
PC852	SMTSISCH	1301	-0.030341285675336997	0.27413435164978095
PC853	SMRIN	1301	0.03074357521182098	0.2678196487423096
PC853	SMTSISCH	1301	0.03656588546941689	0.1874762820860767
PC854	SMRIN	1301	3.685248429245449e-4	0.9894046556822763
PC854	SMTSISCH	1301	1.4340594768681627e-4	0.995876877028644
PC855	SMRIN	1301	-0.011214859452000278	0.6861120654654125
PC855	SMTSISCH	1301	-0.016714296517738474	0.5469499368178784
PC856	SMRIN	1301	0.003612873038045873	0.8964167029319915
PC856	SMTSISCH	1301	-0.005304779629423508	0.8484021811031536
PC857	SMRIN	1301	0.03992413659575425	0.15008582959249897
