model	contrast	gene_id	gene_symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
3group	post_vs_peri	ENSG00000163581.14	SLC2A2	1.4938196948949527	-0.8132772252415237	0.6195797948385418	-1.3126270934213697	0.1893086354481762	0.9999417090396784
3group	post_vs_peri	ENSG00000184160.8	ADRA2C	1151.8758518947425	0.06585486798830764	0.19620816975267213	0.33563774674275904	0.7371440557989368	0.9999417090396784
3group	post_vs_peri	ENSG00000109819.9	PPARGC1A	597.3900705458906	0.2010218947598579	0.12903076996665316	1.5579376517074974	0.11924802866367876	0.9999417090396784
3group	post_vs_peri	ENSG00000109424.4	UCP1	73.08908569783364	-0.5044228094065575	0.5675651889068584	-0.8887486746290513	0.37413816535010597	0.9999417090396784
3group	post_vs_peri	ENSG00000164136.17	IL15	754.2595997694008	-0.0592146460574294	0.11846335794477299	-0.4998562178613489	0.6171763225021429	0.9999417090396784
3group	post_vs_peri	ENSG00000120738.8	EGR1	90012.32334679939	0.08602023503256137	0.23665017564592583	0.3634911100225177	0.7162380526310206	0.9999417090396784
3group	post_vs_peri	ENSG00000169252.6	ADRB2	1867.3547654540116	-0.22867574160558693	0.15205558619318751	-1.5038956958480503	0.13260822545018	0.9999417090396784
3group	post_vs_peri	ENSG00000155846.17	PPARGC1B	1147.4311047563288	0.009090625121963342	0.13339218221051674	0.06814960945474832	0.9456665394852374	0.9999417090396784
3group	post_vs_peri	ENSG00000112715.26	VEGFA	25807.80528040188	-0.17043801102225786	0.18116634968997825	-0.9407818356660643	0.3468166712374762	0.9999417090396784
3group	post_vs_peri	ENSG00000174697.5	LEP	17145.13914871645	0.07892316269930988	0.3620303264584403	0.21800152343969437	0.8274279244398506	0.9999417090396784
3group	post_vs_peri	ENSG00000175445.17	LPL	73570.95357553604	-0.030969591975401885	0.2223254053360577	-0.13929848425819602	0.889214287591699	0.9999417090396784
3group	post_vs_peri	ENSG00000188778.6	ADRB3	74.45181074809807	-0.22279774701646443	0.3634030986090525	-0.6130870866793277	0.5398187582184133	0.9999417090396784
3group	post_vs_peri	ENSG00000119508.18	NR4A3	9923.463038360402	0.1618070686028826	0.29951837385781943	0.5402241823057305	0.5890424376011445	0.9999417090396784
3group	post_vs_peri	ENSG00000136856.18	SLC2A8	985.8050729241228	0.020169156316809277	0.0696605854649283	0.28953469429228024	0.7721722340337303	0.9999417090396784
3group	post_vs_peri	ENSG00000099246.18	RAB18	3937.910794080314	-0.05278645596033495	0.05008061278024733	-1.054029753828309	0.2918692950433868	0.9999417090396784
3group	post_vs_peri	ENSG00000266524.3	GDF10	163.93845537975548	0.049179080431605605	0.23384466089094794	0.2103066208321086	0.8334283681649647	0.9999417090396784
3group	post_vs_peri	ENSG00000150594.7	ADRA2A	5901.199449338279	-0.24840115888037623	0.20575629558575997	-1.2072590934494236	0.22733237905588002	0.9999417090396784
3group	post_vs_peri	ENSG00000177666.17	PNPLA2	62775.60470494221	-0.06045670731522056	0.19113994456836972	-0.3162955155801854	0.7517782146244595	0.9999417090396784
3group	post_vs_peri	ENSG00000068976.14	PYGM	1840.8313507908636	0.3315923889446435	0.22599851822893308	1.4672325798558794	0.14231279699475782	0.9999417090396784
3group	post_vs_peri	ENSG00000175564.13	UCP3	122.60130962887615	0.05714550441200814	0.09966439445988827	0.5733793369407103	0.5663878778739037	0.9999417090396784
3group	post_vs_peri	ENSG00000110395.7	CBL	3283.352864446192	-0.06869330892424068	0.06717943979365934	-1.0225347090602597	0.3065278936610991	0.9999417090396784
3group	post_vs_peri	ENSG00000061273.18	HDAC7	11159.139249645696	-0.08281346437650058	0.05920758278378545	-1.3986969317582043	0.1619038847136634	0.9999417090396784
3group	post_vs_peri	ENSG00000123358.20	NR4A1	62237.397943987555	0.36453504726871544	0.23320693351005553	1.5631398337176678	0.11801970810497132	0.9999417090396784
3group	post_vs_peri	ENSG00000111537.5	IFNG	24.579382626783058	-0.33635328424500244	0.429582210390629	-0.7829776841530487	0.433640216734368	0.9999417090396784
3group	post_vs_peri	ENSG00000170345.10	FOS	103629.7989733716	0.06536986332748328	0.245668832191634	0.26608936406101164	0.790170386066093	0.9999417090396784
3group	post_vs_peri	ENSG00000166819.12	PLIN1	61801.29761033978	0.030734100420701804	0.2595077319324399	0.11843231102148086	0.9057251254338101	0.9999417090396784
3group	post_vs_peri	ENSG00000181856.15	SLC2A4	2923.067713321727	0.10575903737248424	0.1981577217759505	0.5337114114183348	0.593541212807547	0.9999417090396784
3group	post_vs_peri	ENSG00000173757.10	STAT5B	8626.205630453165	-0.018937310292632015	0.048752244627402797	-0.3884397618481689	0.6976906240251859	0.9999417090396784
3group	post_vs_peri	ENSG00000108840.16	HDAC5	5042.754460313541	0.0675161812370694	0.0720389925588268	0.937217176960601	0.34864685588636263	0.9999417090396784
3group	post_vs_peri	ENSG00000169710.9	FASN	215554.66026821622	0.25739966691812544	0.40081615745940447	0.642188849246167	0.5207505722037796	0.9999417090396784
3group	post_vs_peri	ENSG00000176194.18	CIDEA	8468.142303897257	0.10159050102345765	0.2767596129106852	0.3670712643186221	0.7135658611620478	0.9999417090396784
3group	post_vs_peri	ENSG00000175387.16	SMAD2	4781.666092715657	-0.04173296144351611	0.04301526866763777	-0.9701894870393687	0.3319520499872419	0.9999417090396784
3group	post_vs_peri	ENSG00000245848.3	CEBPA	4156.485963875586	-0.027764071297553383	0.2627296694060217	-0.10567543193854845	0.9158398736554891	0.9999417090396784
3group	post_vs_peri	ENSG00000105221.18	AKT2	9645.012966092845	0.08098429301398898	0.0908328030602027	0.8915754032198449	0.3726205588565232	0.9999417090396784
3group	post_vs_peri	ENSG00000079435.10	LIPE	36808.265738280636	-0.16426432158417076	0.24682980687199638	-0.6654962934414023	0.5057331134982505	0.9999417090396784
3group	post_vs_peri	ENSG00000104812.15	GYS1	6538.312884940862	0.07822620151089006	0.16533039984177098	0.47315074291089987	0.6361056368738807	0.9999417090396784
