model	contrast	gene_id	gene_symbol	baseMean	log2FoldChange	lfcSE	pvalue	padj
strict2	post_vs_pre	ENSG00000177606.8	JUN	42531.34946802612	0.03400090826475017	0.06395355334177985	0.02207552925413202	0.20466888191905788
strict2	post_vs_pre	ENSG00000110395.7	CBL	3867.8313749818553	-0.07889972035767802	0.05636182041294729	0.023262171583877077	0.210342836769422
strict2	post_vs_pre	ENSG00000175387.16	SMAD2	6262.410869112525	-0.0591873277827976	0.035581871754320135	0.028396054016137724	0.23019569225176986
strict2	post_vs_pre	ENSG00000170323.9	FABP4	226138.20001488566	-0.0294010505496953	0.0584897837937619	0.04182159778353958	0.2704568446275759
strict2	post_vs_pre	ENSG00000099246.18	RAB18	4706.91105195884	-0.05418667007907212	0.0426867576772583	0.05913785552619754	0.3161985552463818
strict2	post_vs_pre	ENSG00000104812.15	GYS1	5383.123205755103	-0.032482495154426444	0.05931224573796309	0.07115733677596084	0.3407817780387168
strict2	post_vs_pre	ENSG00000274286.2	ADRA2B	955.609887782782	0.029472985938031715	0.05712383394264249	0.08480307665552496	0.36922632035887865
strict2	post_vs_pre	ENSG00000169710.9	FASN	151150.07771786302	-0.015504295307146289	0.04976680119327235	0.09286557846746793	0.38590264641368377
strict2	post_vs_pre	ENSG00000173757.10	STAT5B	11506.601198486656	-0.04318461588966734	0.036605675182750125	0.10227452233650486	0.4022612262376203
strict2	post_vs_pre	ENSG00000174697.5	LEP	54476.62390175092	-0.012571572392035706	0.048783430701954254	0.1073415515592116	0.41057867184127916
strict2	post_vs_pre	ENSG00000266524.3	GDF10	1199.5573965914552	0.01900650278462051	0.05104550291869664	0.11470026742301928	0.42159049872502946
strict2	post_vs_pre	ENSG00000068976.14	PYGM	1182.033829605817	-0.019825367172021244	0.05128131485294374	0.12136454973870181	0.4316810652233283
strict2	post_vs_pre	ENSG00000136856.18	SLC2A8	1610.6715096009546	-0.03872241903944796	0.05147994262983453	0.14381791775673966	0.46334598230695884
strict2	post_vs_pre	ENSG00000111537.5	IFNG	6.397733960584359	0.007670682244401246	0.04753609316956951	0.15034236881587335	0.47157202308836116
strict2	post_vs_pre	ENSG00000074416.16	MGLL	33432.55510341238	-0.03126762023600945	0.05366779488106734	0.1509031121621415	0.47241819824753184
strict2	post_vs_pre	ENSG00000170345.10	FOS	20064.660605397636	0.014322626601795318	0.04880420499666111	0.1987706118278099	0.5317299653786332
strict2	post_vs_pre	ENSG00000211448.14	DIO2	266.23342526263275	0.01396805977079727	0.04855486532610491	0.21925129397118923	0.5539002478156934
strict2	post_vs_pre	ENSG00000112715.26	VEGFA	19103.786675675226	-0.01336267056625229	0.048260716854089974	0.2245647682498177	0.5597560964017768
strict2	post_vs_pre	ENSG00000184160.8	ADRA2C	1524.2415600081845	-0.016798591225580337	0.048576078952295494	0.250725362715112	0.5868914295921874
strict2	post_vs_pre	ENSG00000043591.6	ADRB1	307.3671900366304	0.00809441893136206	0.046851757775715396	0.40685380628241963	0.7191481605044056
strict2	post_vs_pre	ENSG00000108840.16	HDAC5	6005.82316281002	-0.017591388832202057	0.03790892283471242	0.46423722504032866	0.7552676430652979
strict2	post_vs_pre	ENSG00000119508.18	NR4A3	1534.9215692802115	-0.006997493117922872	0.04648951732326721	0.486874820848422	0.769967106674012
strict2	post_vs_pre	ENSG00000123358.20	NR4A1	16244.88641702013	0.007153230830058862	0.04582592241180603	0.5765481423646537	0.8187323302612117
strict2	post_vs_pre	ENSG00000153234.15	NR4A2	2250.064739741415	-0.005999815660719224	0.04567074885540781	0.62689614151317	0.8456383140303698
strict2	post_vs_pre	ENSG00000109819.9	PPARGC1A	575.7522607283566	0.004585480948810243	0.044471164009969893	0.7592600693474388	0.9076929974321424
strict2	post_vs_pre	ENSG00000175564.13	UCP3	132.0902150094234	0.0011893166245437665	0.040783334150418835	0.9537797624723577	0.9843629291700631
strict2	post_vs_pre	ENSG00000169252.6	ADRB2	3040.1142844047126	4.310500237659348e-4	0.04459810898949291	0.9758019758392743	0.9917424645801222
strict2	post_vs_pre	ENSG00000163581.14	SLC2A2	0.7761247715980631	2.3469670994703735	0.6139227070729868	0.12351956457251746	NA
strict2	post_vs_pre	ENSG00000109424.4	UCP1	1.3217955710984972	0.007282827498717925	0.04745818332877539	0.7219892194055211	NA
